Title,Year,IMDB Rating,IMDB Votes,Genre,Box Office,IMDB ID,Budget,Revenue
Billu,2009,6.4,"13,422","Comedy, Drama","$754,928",tt1230448,"$5,750,000.00 ","$10,000,000.00 "
City Island,2009,7.3,"32,610","Comedy, Drama","$6,671,036",tt1174730,"$6,000,000.00 ","$6,670,712.00 "
The Time That Remains,2009,7.0,"2,699","Drama, History","$32,869",tt1037163,"$6,500,000.00 ","$753,808.00 "
The Messenger,2009,7.1,"36,863","Drama, Romance, War","$1,109,660",tt0790712,"$6,500,000.00 ","$1,521,261.00 "
I Hope They Serve Beer in Hell,2009,5.2,"8,704",Comedy,"$1,429,299",tt1220628,"$7,000,000.00 ","$1,429,299.00 "
Interceptor,2009,3.6,836,"Action, Sci-Fi, Thriller",N/A,tt1245736,"$7,000,000.00 ","$1,877,122.00 "
A Serious Man,2009,7.0,"150,905","Comedy, Drama","$9,228,768",tt1019452,"$7,000,000.00 ","$31,430,334.00 "
Crazy Heart,2009,7.2,"95,137","Drama, Music, Romance","$39,464,306",tt1263670,"$7,000,000.00 ","$39,462,438.00 "
Harry Brown,2009,7.2,"91,611","Action, Crime, Drama","$1,818,681",tt1289406,"$7,300,000.00 ","$10,329,747.00 "
An Education,2009,7.3,"138,352",Drama,"$12,574,914",tt1174732,"$7,500,000.00 ","$26,096,852.00 "
500 Days of Summer,2009,7.7,"561,963","Comedy, Drama, Romance","$32,391,374",tt1022603,"$7,500,000.00 ","$60,722,734.00 "
The Boondock Saints II: All Saints Day,2009,6.2,"67,059","Action, Crime, Thriller","$10,273,188",tt1300851,"$8,000,000.00 ","$10,629,321.00 "
Extract,2009,6.1,"50,571","Comedy, Crime, Romance","$10,823,158",tt1225822,"$8,000,000.00 ","$10,848,783.00 "
New in Town,2009,5.7,"25,018","Comedy, Romance","$16,734,283",tt1095174,"$8,000,000.00 ","$29,010,817.00 "
Bright Star,2009,6.9,"28,843","Biography, Drama, Romance","$4,444,637",tt0810784,"$8,500,000.00 ","$4,440,055.00 "
Leaves of Grass,2009,6.4,"28,020","Comedy, Crime, Drama","$70,066",tt1151359,"$9,000,000.00 ","$985,117.00 "
Goemon,2009,6.6,"5,567","Action, Drama, History",N/A,tt1054122,"$9,000,000.00 ","$16,000,000.00 "
Kaminey,2009,7.4,"18,178","Action, Crime, Drama","$1,291,827",tt1274295,"$9,000,000.00 ","$18,130,000.00 "
3 Idiots,2009,8.4,"438,761","Comedy, Drama","$6,532,874",tt1187043,"$9,000,000.00 ","$70,000,000.00 "
Adventureland,2009,6.8,"169,820","Comedy, Drama, Romance","$16,044,025",tt1091722,"$9,500,000.00 ","$17,164,377.00 "
World's Greatest Dad,2009,6.9,"40,938","Comedy, Drama","$221,805",tt1262981,"$10,000,000.00 ","$295,750.00 "
The Joneses,2009,6.4,"41,873","Comedy, Drama","$1,475,746",tt1285309,"$10,000,000.00 ","$7,022,728.00 "
The Fourth Kind,2009,5.9,"82,229","Horror, Mystery, Sci-Fi","$25,486,040",tt1220198,"$10,000,000.00 ","$42,333,295.00 "
Precious,2009,7.3,"116,776",Drama,"$47,566,524",tt0929632,"$10,000,000.00 ","$47,536,959.00 "
CC2C,2009,4.2,"9,256","Action, Adventure, Comedy","$921,738",tt1091229,"$10,500,000.00 ","$9,400,000.00 "
Antichrist,2009,6.5,"137,485","Drama, Horror, Thriller","$404,122",tt0870984,"$11,000,000.00 ","$791,867.00 "
Saw VI,2009,6.0,"125,965","Horror, Mystery, Thriller","$27,693,292",tt1233227,"$11,000,000.00 ","$68,233,629.00 "
Ondine,2009,6.8,"22,705","Drama, Mystery, Romance","$550,472",tt1235796,"$12,000,000.00 ","$1,644,755.00 "
City of Life and Death,2009,7.7,"11,779","Drama, History, War","$122,558",tt1124052,"$12,000,000.00 ","$10,652,498.00 "
Mulan: Rise of a Warrior,2009,6.6,"6,898","Adventure, Drama, Romance",N/A,tt1308138,"$12,000,000.00 ","$13,380,561.00 "
Sorority Row,2009,5.1,"32,529","Horror, Mystery","$11,965,282",tt1232783,"$12,500,000.00 ","$27,206,120.00 "
Enter the Void,2009,7.2,"88,554","Drama, Fantasy","$336,467",tt1191111,"$13,000,000.00 ","$754,249.00 "
I Love You Phillip Morris,2009,6.6,"100,088","Biography, Comedy, Crime","$2,037,459",tt1045772,"$13,000,000.00 ","$10,652,035.00 "
The Girl with the Dragon Tattoo,2009,7.8,"223,850","Crime, Drama, Mystery","$10,095,170",tt1132620,"$13,000,000.00 ","$104,345,682.00 "
Universal Soldier: Regeneration,2009,5.3,"26,597","Action, Adventure, Sci-Fi",N/A,tt1288403,"$14,000,000.00 ","$875,386.00 "
A Perfect Getaway,2009,6.5,"76,668","Drama, Mystery, Thriller","$15,515,460",tt0971209,"$14,000,000.00 ","$22,852,638.00 "
Tetro,2009,6.8,"13,771",Drama,"$518,522",tt0964185,"$15,000,000.00 ","$113,221.00 "
Solitary Man,2009,6.3,"17,165","Comedy, Drama, Romance","$4,360,548",tt1294213,"$15,000,000.00 ","$5,024,782.00 "
Post Grad,2009,5.3,"15,142","Comedy, Family, Romance","$6,380,019",tt1142433,"$15,000,000.00 ","$6,405,245.00 "
Chloe,2009,6.3,"78,251","Drama, Mystery, Thriller","$3,075,255",tt1352824,"$15,000,000.00 ","$8,459,458.00 "
District 13: Ultimatum,2009,6.5,"46,351","Action, Crime, Thriller","$36,136",tt1247640,"$15,000,000.00 ","$8,786,375.00 "
Whip It,2009,6.9,"70,439","Drama, Sport","$13,043,363",tt1172233,"$15,000,000.00 ","$16,633,035.00 "
Black Lightning,2009,5.7,"5,464","Action, Sci-Fi, Thriller",N/A,tt1569364,"$15,000,000.00 ","$21,500,000.00 "
The Last House on the Left,2009,6.5,"101,087","Horror, Thriller","$32,752,215",tt0844708,"$15,000,000.00 ","$32,721,635.00 "
Whatever Works,2009,7.1,"77,029","Comedy, Romance","$5,306,706",tt1178663,"$15,000,000.00 ","$35,097,815.00 "
Halloween II,2009,4.8,"60,041",Horror,"$33,392,973",tt1311067,"$15,000,000.00 ","$39,421,467.00 "
All About Steve,2009,4.8,"44,549","Comedy, Family, Romance","$33,862,903",tt0881891,"$15,000,000.00 ","$40,105,542.00 "
My Bloody Valentine,2009,5.4,"60,721","Horror, Mystery, Thriller","$51,545,952",tt1179891,"$15,000,000.00 ","$100,734,718.00 "
Tidal Wave,2009,5.5,"5,204","Action, Drama, Sci-Fi",N/A,tt1153040,"$16,000,000.00 ","$11,301,649.00 "
Jennifer's Body,2009,5.5,"152,968","Comedy, Horror","$16,204,793",tt1131734,"$16,000,000.00 ","$31,556,061.00 "
Hachi: A Dog's Tale,2009,8.1,"314,219","Biography, Drama, Family",N/A,tt1028532,"$16,000,000.00 ","$47,801,389.00 "
The Unborn,2009,4.7,"53,458","Horror, Mystery, Thriller","$42,670,410",tt1139668,"$16,000,000.00 ","$76,514,050.00 "
Away We Go,2009,7.0,"55,179","Comedy, Drama, Romance","$9,451,946",tt1176740,"$17,000,000.00 ","$14,899,417.00 "
My Life in Ruins,2009,5.9,"20,926","Comedy, Romance","$8,665,206",tt0865559,"$17,000,000.00 ","$20,455,276.00 "
Brooklyn's Finest,2009,6.7,"66,596","Action, Crime, Drama","$27,163,593",tt1210042,"$17,000,000.00 ","$29,536,299.00 "
"I Love You, Beth Cooper",2009,5.3,"37,654","Adventure, Comedy, Family","$14,800,725",tt1032815,"$18,000,000.00 ","$15,345,201.00 "
Love Happens,2009,5.7,"34,061","Drama, Romance","$22,965,110",tt0899106,"$18,000,000.00 ","$36,133,014.00 "
The Invention of Lying,2009,6.4,"149,675","Comedy, Fantasy, Romance","$18,451,251",tt1058017,"$18,500,000.00 ","$31,912,793.00 "
Friday the 13th,2009,5.5,"117,517","Horror, Mystery, Thriller","$65,002,019",tt0758746,"$19,000,000.00 ","$91,379,051.00 "
Horsemen,2009,5.5,"24,285","Crime, Mystery, Thriller",N/A,tt0892767,"$20,000,000.00 ","$1,017,401.00 "
Bandslam,2009,6.3,"15,168","Comedy, Drama, Family","$5,210,988",tt0976222,"$20,000,000.00 ","$5,210,988.00 "
12 Rounds,2009,5.6,"30,613","Action, Crime, Thriller","$12,234,694",tt1160368,"$20,000,000.00 ","$17,280,326.00 "
Capitalism: A Love Story,2009,7.4,"43,926","Documentary, Crime, History","$14,363,397",tt1232207,"$20,000,000.00 ","$17,436,509.00 "
Fired Up!,2009,6.1,"46,215","Comedy, Sport","$17,231,291",tt1083456,"$20,000,000.00 ","$18,599,102.00 "
Armored,2009,5.7,"32,001","Action, Crime, Mystery","$15,988,876",tt0913354,"$20,000,000.00 ","$22,942,221.00 "
Crank: High Voltage,2009,6.1,"159,956","Action, Crime, Thriller","$13,684,249",tt1121931,"$20,000,000.00 ","$34,560,577.00 "
Orphan,2009,7.0,"255,086","Horror, Mystery, Thriller","$41,596,251",tt1148204,"$20,000,000.00 ","$41,596,251.00 "
Daybreakers,2009,6.4,"135,436","Action, Horror, Sci-Fi","$30,101,577",tt0433362,"$20,000,000.00 ","$51,416,464.00 "
Obsessed,2009,5.0,"34,473","Drama, Romance, Thriller","$68,261,644",tt1198138,"$20,000,000.00 ","$73,830,340.00 "
17 Again,2009,6.4,"217,997","Comedy, Drama, Fantasy","$64,167,069",tt0974661,"$20,000,000.00 ","$136,267,476.00 "
The Informant!,2009,6.5,"67,636","Biography, Comedy, Crime","$33,316,821",tt1130080,"$22,000,000.00 ","$35,424,826.00 "
Bodyguards and Assassins,2009,6.8,"8,570","Action, Drama, History",N/A,tt1403130,"$23,000,000.00 ","$5,837,674.00 "
Chéri,2009,6.1,"11,713","Comedy, Drama, Romance","$2,715,657",tt1179258,"$23,000,000.00 ","$9,366,227.00 "
Zombieland,2009,7.5,"626,530","Action, Comedy, Horror","$75,590,286",tt1156398,"$23,600,000.00 ","$102,391,382.00 "
The Men Who Stare at Goats,2009,6.2,"138,183","Comedy, War","$32,428,195",tt1234548,"$24,000,000.00 ","$68,729,358.00 "
Crossing Over,2009,6.7,"24,604","Crime, Drama","$455,654",tt0924129,"$25,000,000.00 ","$1,037,335.00 "
Me and Orson Welles,2008,6.7,"11,869","Comedy, Drama","$1,190,003",tt1175506,"$25,000,000.00 ","$2,336,172.00 "
Beyond a Reasonable Doubt,2009,5.8,"13,735","Crime, Drama, Mystery","$32,917",tt1183251,"$25,000,000.00 ","$4,388,563.00 "
Bad Lieutenant: Port of Call New Orleans,2009,6.6,"81,186","Crime, Drama, Mystery","$1,702,112",tt1095217,"$25,000,000.00 ","$10,589,102.00 "
Taras Bulba,2009,5.7,"3,375","Action, Drama, History",N/A,tt1242457,"$25,000,000.00 ","$16,815,892.00 "
Mao's Last Dancer,2009,7.3,"8,318","Biography, Drama, Music","$4,817,770",tt1071812,"$25,000,000.00 ","$20,719,451.00 "
Up in the Air,2009,7.4,"350,292","Comedy, Drama, Romance","$83,823,381",tt1193138,"$25,000,000.00 ","$163,670,000.00 "
Brothers,2009,7.1,"149,163","Drama, Thriller, War","$28,544,157",tt0765010,"$26,000,000.00 ","$43,318,349.00 "
Paul Blart: Mall Cop,2009,5.3,"117,799","Action, Comedy, Crime","$146,336,178",tt1114740,"$26,000,000.00 ","$183,293,131.00 "
Case 39,2009,6.2,"93,683","Horror, Mystery, Thriller","$13,261,851",tt0795351,"$27,000,000.00 ","$29,000,000.00 "
The Blind Side,2009,7.6,"362,918","Biography, Drama, Sport","$255,982,860",tt0878804,"$29,000,000.00 ","$309,208,309.00 "
The Box,2009,5.6,"95,604","Drama, Mystery, Thriller","$15,051,977",tt0362478,"$30,000,000.00 ","$33,333,531.00 "
9,2009,7.0,"148,674","Animation, Action, Adventure","$31,749,894",tt0472033,"$30,000,000.00 ","$48,428,063.00 "
The Imaginarium of Doctor Parnassus,2009,6.8,"154,226","Adventure, Comedy, Fantasy","$7,689,607",tt1054606,"$30,000,000.00 ","$64,352,607.00 "
Drag Me to Hell,2009,6.6,"218,769",Horror,"$42,100,625",tt1127180,"$30,000,000.00 ","$90,810,892.00 "
My Sister's Keeper,2009,7.3,"98,694","Drama, Family","$49,200,230",tt1078588,"$30,000,000.00 ","$95,714,875.00 "
Bride Wars,2009,5.5,"116,194","Comedy, Romance","$58,715,510",tt0901476,"$30,000,000.00 ","$114,663,461.00 "
District 9,2009,7.9,"720,972","Action, Sci-Fi, Thriller","$115,646,235",tt1136608,"$30,000,000.00 ","$210,819,611.00 "
The Road,2009,7.2,"255,921","Drama, Thriller","$8,117,000",tt0898367,"$32,000,000.00 ","$27,635,305.00 "
Micmacs,2009,7.1,"31,335","Action, Comedy, Crime","$1,262,079",tt1149361,"$33,000,000.00 ","$14,000,000.00 "
Pandorum,2009,6.7,"160,113","Action, Horror, Mystery","$10,330,853",tt1188729,"$33,000,000.00 ","$20,645,327.00 "
The Young Victoria,2009,7.2,"66,647","Biography, Drama, History","$11,001,272",tt0962736,"$35,000,000.00 ","$27,409,889.00 "
Hotel for Dogs,2009,5.5,"25,146","Comedy, Family","$73,034,460",tt0785006,"$35,000,000.00 ","$73,034,460.00 "
Underworld: Rise of the Lycans,2009,6.5,"168,655","Action, Fantasy, Thriller","$45,802,315",tt0834001,"$35,000,000.00 ","$91,353,501.00 "
Old Dogs,2009,5.3,"39,659","Comedy, Family","$49,492,060",tt0976238,"$35,000,000.00 ","$92,219,310.00 "
Hannah Montana: The Movie,2009,4.7,"45,971","Comedy, Drama, Family","$79,576,189",tt1114677,"$35,000,000.00 ","$155,545,279.00 "
The Hangover,2009,7.7,"854,016",Comedy,"$277,339,746",tt1119646,"$35,000,000.00 ","$459,270,619.00 "
Push,2009,6.1,"115,911","Action, Sci-Fi, Thriller","$31,811,527",tt0465580,"$38,000,000.00 ","$45,465,299.00 "
The Ugly Truth,2009,6.4,"231,235","Comedy, Romance","$88,915,214",tt1142988,"$38,000,000.00 ","$205,298,907.00 "
The Time Traveler's Wife,2009,7.1,"158,561","Comedy, Drama, Fantasy","$63,414,846",tt0452694,"$39,000,000.00 ","$101,229,792.00 "
Whiteout,2009,5.5,"41,085","Action, Crime, Mystery","$10,275,638",tt0365929,"$40,000,000.00 ","$12,206,028.00 "
Amelia,2009,5.8,"13,673","Adventure, Biography, Drama","$14,246,488",tt1129445,"$40,000,000.00 ","$19,258,519.00 "
Cirque du Freak: The Vampire's Assistant,2009,5.8,"48,203","Action, Adventure, Fantasy","$13,869,515",tt0450405,"$40,000,000.00 ","$28,169,671.00 "
Shorts,2009,4.7,"8,045","Adventure, Comedy, Family","$20,919,166",tt1100119,"$40,000,000.00 ","$28,972,508.00 "
Fantastic Mr. Fox,2009,7.9,"273,556","Animation, Adventure, Comedy","$21,002,919",tt0432283,"$40,000,000.00 ","$46,471,023.00 "
Ninja Assassin,2009,6.3,"75,937","Action, Thriller","$38,122,883",tt1186367,"$40,000,000.00 ","$60,462,347.00 "
Confessions of a Shopaholic,2009,5.8,"83,572","Comedy, Romance","$44,277,350",tt1093908,"$40,000,000.00 ","$108,332,743.00 "
Julie & Julia,2009,7.0,"129,285","Biography, Drama, Romance","$94,125,426",tt1135503,"$40,000,000.00 ","$129,540,499.00 "
He's Just Not That Into You,2009,6.4,"182,922","Comedy, Drama, Romance","$93,953,653",tt1001508,"$40,000,000.00 ","$177,259,441.00 "
The Final Destination,2009,5.1,"115,603","Horror, Thriller","$66,477,700",tt1144884,"$40,000,000.00 ","$186,167,139.00 "
The Proposal,2009,6.8,"363,598","Comedy, Drama, Romance","$163,958,031",tt1041829,"$40,000,000.00 ","$317,375,031.00 "
"I Love You, Man",2009,7.0,"217,345","Comedy, Romance","$71,440,011",tt1155056,"$41,000,000.00 ","$91,636,986.00 "
Solomon Kane,2009,6.1,"76,859","Action, Adventure, Fantasy",N/A,tt0970452,"$45,000,000.00 ","$7,810,000.00 "
Aliens in the Attic,2009,5.4,"24,569","Adventure, Comedy, Family","$25,200,412",tt0775552,"$45,000,000.00 ","$57,881,056.00 "
Mr. Nobody,2009,7.7,"247,093","Drama, Fantasy, Romance","$3,622",tt0485947,"$47,000,000.00 ","$3,547,209.00 "
Street Fighter: The Legend of Chun-Li,2009,3.7,"25,435","Action, Crime, Fantasy","$8,742,261",tt0891592,"$50,000,000.00 ","$12,764,201.00 "
The Boat That Rocked,2009,7.3,"116,336","Comedy, Drama, Music","$8,017,917",tt1131729,"$50,000,000.00 ","$36,348,784.00 "
Gamer,2009,5.7,"140,082","Action, Sci-Fi, Thriller","$20,534,907",tt1034032,"$50,000,000.00 ","$40,828,540.00 "
The International,2009,6.5,"100,382","Action, Crime, Drama","$25,450,527",tt0963178,"$50,000,000.00 ","$60,161,391.00 "
